lease_id,status,landlord,tenant,site,state,announce_date,it_mw,it_mw_evidence,gross_mw,gross_mw_evidence,term_years,term_evidence,contract_value_musd,contract_value_evidence,avg_annual_revenue_musd,annual_revenue_evidence,power_paid_by,power_evidence,fitout_paid_by,fitout_evidence,credit_support,credit_support_evidence,rfs_date,rfs_evidence,doc_id,url,notes,reason_code,deal_key,site_evidence,state_evidence,mw_unstated,mw_unstated_evidence,signed_date,signed_evidence,n_leases,credit_type,first_rfs,first_rfs_evidence
P181,EXCLUDED,Bitdeer Technologies Group,NVIDIA,,,2026-02-10,,,570.0,"Clarington, Ohio – 570 MW of power under contract with a local utility",,,,,,,,,,,,,,- Proprietary hash rate 65.1 58.0 9.2 . ● Self-mining 63.2 55.2 8.7 . ● Cloud Hash Rate 1.1 1.1 - . ● Delivered but not yet energized 0.8 1.7 0.5,L000121390026013949_ea027632501ex99-1_bitdeer,https://www.sec.gov/Archives/edgar/data/1899123/000121390026013949/ea027632501ex99-1_bitdeer.htm,REJECTED: Bitdeer update or results. AI cloud and mining; no tenant lease in this document. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P182,EXCLUDED,Bitdeer Technologies Group,,,,2026-02-12,,,,,,,224.8,All amounts compared to Q4’24 unless otherwise noted . . ● Total revenue was US$224.8 million vs,,,,,,,,,,- Delivered but not yet hashing 1.7 0.4,L000121390026015251_ea027678001ex99-1_bitdeer,https://www.sec.gov/Archives/edgar/data/1899123/000121390026015251/ea027678001ex99-1_bitdeer.htm,REJECTED: Bitdeer update or results. AI cloud and mining; no tenant lease in this document. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P183,EXCLUDED,Bitfarms Ltd,Google,,,2026-02-25,,,,,5.0,"Holder is a non-resident alien individual present in the United States for one-hundred and eighty three (183) days or more during the taxable year of the disposition and certain other requirements are met; or . . ● the Keel Common Stock constitute a U.S. real property interest (“ USRPI ”) by reason of Keel being, or having been, a U.S. real property holding corporation (“ USRPHC ”) for U.S. federa",,,,,,". . ● “S corporations”, partnerships or other entities or arrangements classified as partnerships for U.S. federal income tax purposes, or other pass-through entities (and investors therein)",,"GAAP and related accounting pronouncements, implementation guidelines and interpretations are highly complex and involve many subjective assumptions, estimates and judgments, including with regard to a wide range of matters that are relevant to our business, including (but not limited to) revenue recognition, business combinations, impairment of property, plant and equipment, intangibles and goodw",,"Bitfarms Canada’s pivot to HPC/AI is driven by a surging global demand for compute infrastructure, capacity constraints in traditional data center markets, and the potential for multiple expansions through long-term contracted revenue streams with investment-grade counterparties",,Enclosed with this Circular is a Letter of Transmittal which is being delivered to all registered Bitfarms Canada Shareholders as of the Record Date,L000121390026020066_ea02779011ex99-1_bitfarms,https://www.sec.gov/Archives/edgar/data/1812477/000121390026020066/ea02779011ex99-1_bitfarms.htm,REJECTED: Bitfarms/Keel reorganization filing. No lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P184,EXCLUDED,"Signing Day Sports, Inc.",Undisclosed,,,2026-03-13,5.0,BlockchAIn expects the proposed facility to support approximately 5 megawatts (“MW”) of IT capacity and that it will include a purpose-built core-and-shell data center building designed to support AI and high-performance computing (“HPC”) workloads,,,10.0,"BlockchAIn believes that the project would represent over $100 million in total contract value (“TCV”) over the initial 10-year lease term, with potential aggregate TCV of approximately $300 million including two seven-year renewal options, assuming continued operation over the full potential lease period and subject to finalizing the definitive lease agreement.. . “This LOI reflects the continued robust demand we are seeing for power-advantaged infrastructure capable of supporting modern AI and HPC workloads,” said Jerry Tang, Chief Executive Officer of BlockchAIn. “Our strategy is centered on securing scalable power in strategic markets and deploying modular infrastructure designed to convert that power into revenue-generating digital capacity as efficiently as possible.”",100.0,"BlockchAIn believes that the project would represent over $100 million in total contract value (“TCV”) over the initial 10-year lease term, with potential aggregate TCV of approximately $300 million including two seven-year renewal options, assuming continued operation over the full potential lease period and subject to finalizing the definitive lease agreement.. . “This LOI reflects the continued robust demand we are seeing for power-advantaged infrastructure capable of supporting modern AI and HPC workloads,” said Jerry Tang, Chief Executive Officer of BlockchAIn. “Our strategy is centered on securing scalable power in strategic markets and deploying modular infrastructure designed to convert that power into revenue-generating digital capacity as efficiently as possible.”",,,,,,,,,,,L000121390026027266_ea028155501ex99-1,https://www.sec.gov/Archives/edgar/data/1898474/000121390026027266/ea028155501ex99-1.htm,"CONFIRM: LOI only (BlockchAIn project announced by SGN). ""Over $100M"" TCV over the 10-year term. Two 7-year options to ~$300M. | Changes: tenant (empty)->Undisclosed | reduce_panel: REQUIRES HUMAN CONFIRMATION -> EXCLUDED (loi)",loi,,,,,,,,,,,
P185,EXCLUDED,"New ERA Energy & Digital, Inc.",Hyperscaler,,,2026-03-17,,,450.0,"Initial Development (200 MW): Phase 1 powered - shell deployment plans to leverage existing POI (point of interconnection) TCDC Power Development Pathway Integrated Power Development (+450 MW): P ower with physically diverse gas supply from three pipelines; turbines on order through Thunderhead partnership Campus Expansion (+350 MW): Phased, demand - driven potential expansion toward 1+ GW of tota",,,,,350000.0,"Industry Landscape and Growth Drivers A Structurally Undersupplied Market ● Rapid growth in AI and high - performance compute driving unprecedented demand ● Scarcity of power - secured, deliverable hyperscale capacity ● Long development timelines and grid constraints favor behind - the - meter solutions ● Hyperscalers prioritizing speed, certainty, and scale over traditional colocation ● Flagship ",,,,,,They are neither statements of historical fact nor guarantees of assurance of future performance,,"Nasdaq: NUAI | newerainfra.ai 11 25 MW Base Deployment Unit Precision - engineered for medium to high - density inference and advanced cloud platforms ∞ Scalability Modular units stack side by side to reach desired capacity, scaling from 25MW to gigawatt - scale deployments 80% Modular Construction Factory - built components can dramatically reduce on - site labor, accelerate deployment, and ensur",L000121390026029087_ea028197201ex99-1,https://www.sec.gov/Archives/edgar/data/2028336/000121390026029087/ea028197201ex99-1.htm,REJECTED: New ERA deck. Development pipeline only. No lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P186,EXCLUDED,"BlockchAIn Digital Infrastructure, Inc.",Undisclosed (two LOIs),,,2026-03-27,,,25.0,"Taken together, these two LOIs represent 25 MW of prospective AI and HPC capacity and more than $500 million in expected initial contract value if definitive agreements are executed",,,500.0,"Taken together, these two LOIs represent 25 MW of prospective AI and HPC capacity and more than $500 million in expected initial contract value if definitive agreements are executed",,,,,,,,,,,L000121390026035733_ea028326301ex99-1,https://www.sec.gov/Archives/edgar/data/2070542/000121390026035733/ea028326301ex99-1.htm,CONFIRM: Two non-binding LOIs (20 MW build-to-suit with a cloud provider; 5 MW). Values are combined. term 10 applies to the 5 MW LOI only; cleared. | Changes: gross_mw filled 25; term_years 10 cleared; tenant (empty)->Undisclosed (two LOIs) | reduce_panel: REQUIRES HUMAN CONFIRMATION -> EXCLUDED (loi),loi,,,,,,,,,,,
P187,EXCLUDED,Bitfarms Ltd,,,,2026-03-31,,,,,,,37.3,". ● Sold 428 Bitcoin at an average price of $87,100 per Bitcoin for total proceeds of $37.3 million, a portion of which was used to pay capital expenditures to support the Company’s growth and efficiency improvement objectives",,,,Gross Mining profit Gross Profit adjusted to exclude: (i) non-Mining revenues; (ii) depreciation and amortization; (iii) purchase of electrical components and other expenses; (iv) electrician salaries and payroll taxes; and (v) sales tax recovery. ● To assess profitability after power costs in cryptocurrency production and other infrastructure costs,,"The decrease was partially offset by:. ● $41.2 million of net additions of PPE during Q1 2025, compared to $2.9 million for the same period in 2024, primarily due to the acquisition of Miners and infrastructure build-out; . . ● $1.6 million of net payments from disposition of derivative assets and liabilities in Q1 2025, as described in Note 8 - Derivative Assets and Liabilities to the Financial S",,,,Region Energized. capacity as of,L000121390026037494_ea028330101ex99-2,https://www.sec.gov/Archives/edgar/data/1812477/000121390026037494/ea028330101ex99-2.htm,REJECTED: Bitfarms report. No tenant lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P188,REVIEWED,Digi Power X Inc.,Cerebras Systems,Columbiana,AL,2026-05-08,40.0,Initial Deployment 40MW critical IT load,,,10.0,"The initial 10-year term is valued at approximately $1.1 billion, with total potential contract value of up to $2.5 billion inclusive of renewal terms – underpinned by a structure that provides Digi Power X with long-term revenue visibility, and Cerebras with guaranteed data center capacity, from the first day of service",1100.0,"The initial 10-year term is valued at approximately $1.1 billion, with total potential contract value of up to $2.5 billion inclusive of renewal terms – underpinned by a structure that provides Digi Power X with long-term revenue visibility, and Cerebras with guaranteed data center capacity, from the first day of service",,,,,,,,,2026-12 Phase 1 RFS (target),"Digi Power X plans to commence site development immediately and targets Phase 1 Ready-for-Service in December 2026, with Phase 2 delivery to follow",L000121390026053566_ea028958501ex99-1,https://www.sec.gov/Archives/edgar/data/1854368/000121390026053566/ea028958501ex99-1.htm,"REVIEWED: Master Services Agreement for colocation. it_mw was 15 (wrong). Tenant NVIDIA was wrong. Potential value up to $2.5B with renewals. | Changes: it_mw 15->40; tenant NVIDIA->Cerebras Systems | Filled from candidates: site, state, rfs_date | reduce_panel: REVIEWED -> REVIEWED | decision: REVIEWED -> REVIEWED",,DGXX-CEREBRAS,"Digi Power X Signs AI Colocation Agreement with Leading AI Compute Company for 40 MW Data Center in Columbiana, Alabama","Digi Power X Signs AI Colocation Agreement with Leading AI Compute Company for 40 MW Data Center in Columbiana, Alabama",,,,,1,none_stated,2026-12,"Digi Power X plans to commence site development immediately and targets Phase 1 Ready-for-Service in December 2026, with Phase 2 delivery to follow"
P189,EXCLUDED,"BlockchAIn Digital Infrastructure, Inc.",Amazon,,,2026-05-19,,,10000.0,"DATA CENTER CAPACITY (GW) 2023 10 GW 2024 12 GW 2025 15.5 GW 2030E 95 GW Grid additions growing at ~2-3% annually vs 21% demand CAGR Source: JLL North America DC Report YE2025; Goldman Sachs Research 2026 AIB'S RESPONSE · SINCE LISTING MARCH 2026 March 17, 2026 NYSE American Listing BlockchAIn commences trading under AIB on NYSE American",10.0,"Initial 10-year term contemplated, with extension options",500.0,"BlockchAIn | NYSE: AIB NYSE: AI C O M P A N Y O V E R V I E W Path to Success: 3 keys Drive Every Decision at BlockchAIn 0 1 — P O W E R Power We secure executed utility agreements before breaking ground — targeting markets with available generation and transmission capacity, the critical bottleneck limiting AI growth. 0 2 — P I P E L I N E Pipeline 25 MW of signed non-binding LOIs, which could tr",443000.0,INVESTMENT THESIS Capitalizing on the structural deficit in AI-ready data center capacity Massive Demand Imbalance Global data center investment has reached $443B annually,,,,"Margin recovery via energy-cost management | HPC conversion and AI build-out | Remediation of identified material weaknesses post-combination Source: BlockchAIn Digital Infrastructure, Inc. — Form 10-Q filed May 14, 2026 (quarter ended March 31, 2026)",,,,"DATA CENTER CAPACITY (GW) 2023 10 GW 2024 12 GW 2025 15.5 GW 2030E 95 GW Grid additions growing at ~2-3% annually vs 21% demand CAGR Source: JLL North America DC Report YE2025; Goldman Sachs Research 2026 AIB'S RESPONSE · SINCE LISTING MARCH 2026 March 17, 2026 NYSE American Listing BlockchAIn commences trading under AIB on NYSE American",L000121390026058746_ea029138201ex99-1,https://www.sec.gov/Archives/edgar/data/2070542/000121390026058746/ea029138201ex99-1.htm,REJECTED: BlockchAIn / AIB corporate deck. Pipeline and benchmarks only. No specific lease terms. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P190,EXCLUDED,"BlockchAIn Digital Infrastructure, Inc.",Google,,,2026-06-01,25.0,"The expanded utility commitment supports the Company’s growing customer pipeline, which includes letters of intent representing 25 MW of committed critical IT load with a leading AI company and a financial institution",40.0,Expands Contracted Utility Load at CLT-01 from 40 MW to 65 MW Under a 15-Year Term,15.0,"BlockchAIn Executes 15-Year, 65 MW Electric Service Agreement at CLT-01 to Meet Demand for AI Data Center Capacity",,,,,,,,,,No forward-looking statement is a guarantee of future performance,,,L000121390026063565_ea029232801ex99-1,https://www.sec.gov/Archives/edgar/data/2070542/000121390026063565/ea029232801ex99-1.htm,"REJECTED: BlockchAIn utility-capacity release. Mentions LOIs for 25 MW with no counterparty, term or value. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease)",not_a_lease,,,,,,,,,,,
P191,EXCLUDED,"Big Digital Energy, Inc.",CoreWeave,,,2026-06-03,,,129.0,Portfolio Overview | Big Digital Energy Assets Strategic Priority Expandable To Current MW Current Status State Asset Control Status AI Repositioning Candidate — 120 MW Operating PA Midland BGDE Load Study Pending 24 MW — Pre - development OH Corning BGDE Secondary Operating Asset 24 MW 9 MW Operating PA Bellefonte BGDE 129 MW Operating Portfolio 168 MW Development Pipeline 1 PJM grid - connected ,,,,,1000.0,"Galaxy Digital/CoreWeave (800 MW Helios, $1B+ avg. annual revenue, 15 - yr)",,,,,,,,AI Conversion Strategy What BGDE Controls Today Power economics secured at wholesale rates Land and site control across multiple energy - rich regions Grid interconnection / development rights Existing operating and expandable infrastructure Economics disclosed from AI / HPC Infrastructure Contracts 1 (Revenue / 100 MW) $140 - 225M 40 – 65% Site - Level Margin Potential BTC Mining / Legacy Hosting,L000121390026064721_ea029347601ex99-1,https://www.sec.gov/Archives/edgar/data/1218683/000121390026064721/ea029347601ex99-1.htm,REJECTED: Big Digital Energy deck. Plans and peer benchmarks. No signed lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P192,EXCLUDED,"WhiteFiber, Inc.",Nscale,NC-1,,2026-06-10,40.0,"NC-1: 10-YEAR ANCHOR CONTRACT WITH NSCALE 11 Customer IT Load 40 MW Term 10 Years • Modified gross lease with expense pass-through • Retrofit development enables faster speed to market and lower cost • Expected operational deployment in mid-2026, subject to final construction, delivery and acceptance milestones • Nscale receives priority notification rights for future site capacity • Potential expansion toward ~2× initial deployment by end of 2027 • Project-level financing expected to support remaining deployment Total Contract Value(1) $865M Execution & Structure Expansion & Financing (1) Approximately $865 million, inclusive of contractual annual rate escalators and non-recurring installation and build-related charges.. . . . . . 54 MW Phase 1 & 2 Gross Capacity 99 MW Gross Capacity Under Utility Agreement(1) ~1,000,000 Leasable Square Feet 100%(2) Phase 1 & 2 Gross Capacity Contracted ~$45M Base cash purchase price (excl",,,10.0,"NC-1: 10-YEAR ANCHOR CONTRACT WITH NSCALE 11 Customer IT Load 40 MW Term 10 Years • Modified gross lease with expense pass-through • Retrofit development enables faster speed to market and lower cost • Expected operational deployment in mid-2026, subject to final construction, delivery and acceptance milestones • Nscale receives priority notification rights for future site capacity • Potential expansion toward ~2× initial deployment by end of 2027 • Project-level financing expected to support remaining deployment Total Contract Value(1) $865M Execution & Structure Expansion & Financing (1) Approximately $865 million, inclusive of contractual annual rate escalators and non-recurring installation and build-related charges.. . . . . . 54 MW Phase 1 & 2 Gross Capacity 99 MW Gross Capacity Under Utility Agreement(1) ~1,000,000 Leasable Square Feet 100%(2) Phase 1 & 2 Gross Capacity Contracted ~$45M Base cash purchase price (excl",865.0,"INVESTMENT HIGHLIGHTS 01 Contracted Flagship Asset $865M NC-1 total contract value • 10-year, 40 MW IT load agreement with Nscale, with expansion potential beyond initial 40 MW 02 Proven Retrofit Playbook ~6 Months MTL-3 retrofit delivery timeline • Accelerated retrofit delivery with buildout cost of ~$8M to $10M1 per gross MW 03 Cloud Services Momentum >$175M2 recent cloud TCV • May 2026 wins across U.S. owned-fleet and Paris deployments 04 Robust Development Pipeline ~1.5 GW data center pipeline • Large pipeline under review, with at least one near-term site acquisition targeted 05 Power-Backed Site Selection Demand-Led site selection model • Sites selected for customer demand, power access and speed to market 06 Experienced Operating Team ~15 yrs average industry experience • Senior team across data center, cloud and capital markets 5 (1) Buildout cost reflects company estimates for retrofit development and may vary by site, customer requirements, equipment availability and other factors",,,,,,,,,,,L000121390026067329_ea029430601ex99-1,https://www.sec.gov/Archives/edgar/data/2042022/000121390026067329/ea029430601ex99-1.htm,CONFIRM: Investor deck. Restates the Nscale NC-1 agreement (P178). Possible duplicate. Tenant NVIDIA was wrong. gross 54 and annual 865 not supported; cleared. Modified gross lease with expense pass-through. | Changes: gross_mw 54 cleared; avg_annual_revenue_musd 865 cleared; tenant NVIDIA->Nscale | Filled from candidates: site | reduce_panel: REQUIRES HUMAN CONFIRMATION -> EXCLUDED (duplicate),duplicate,,,,,,,,,,,
P193,EXCLUDED,"Big Digital Energy, Inc.",,,,2026-07-06,,,17.0,"Capital deploys across three independent, complementary tracks: an AI-leaning on-grid Phase 1, an institutional grid powered-shell, and behind-the-meter gas generation — scaling to 300+ MW of available capacity at full deployment. 17 MW O P E R AT I O N A L E R C O T P O W E R TO D AY 74 MW Y E A R - 1 TA R G E T C A PA C I T Y ( F R O M 1 7 M W TO D AY ) 111.6 MW P O T E N T I A L G R I D H E A D",3.0,"tenant pays fuel at cost Target capacity 17 MW today → 74 MW (year-1 target) 111 MW (potential, subject to ERCOT validation) 200 MW (2 × 100 MW, phased) Construction start None — operating at acquisition On tenant FID (gated) Phase A near-term · Phase B follows Time to first revenue Colo onboarding ~9 mo ~24–30 mo from FID ~18–24 mo (Phase A in-service) Lease / contract term 3-yr colo primary 10–1",1120.0,long-term grid lease cash flow Phase B in-service (full 200 MW) H E A D L I N E E C O N O M I C S AT F U L L D E P L O Y M E N T ( M I D C A S E ) TRACK 2 (111 MW) TRACK 3 (200 MW) COMBINED (300+ MW) Total project basis (excl. land) ~$1.12B ~$2.44B ~$3.56B Stabilized capacity-rent revenue ~$197M ~$355M ~$552M Stabilized NOI ~$173M ~$312M ~$485M Blended unlevered yield-on-cost ~15.5% ~12.8% ~13.6% ,,,,"tenant pays fuel at cost Target capacity 17 MW today → 74 MW (year-1 target) 111 MW (potential, subject to ERCOT validation) 200 MW (2 × 100 MW, phased) Construction start None — operating at acquisition On tenant FID (gated) Phase A near-term · Phase B follows Time to first revenue Colo onboarding ~9 mo ~24–30 mo from FID ~18–24 mo (Phase A in-service) Lease / contract term 3-yr colo primary 10–1",,"availability and cost of power, grid interconnection and build-out timing",,not projections or guarantees,,Powered shell / gray space: a building with power delivered / fitted-out data-hall space,L000121390026075248_ea029690001ex99-2,https://www.sec.gov/Archives/edgar/data/1218683/000121390026075248/ea029690001ex99-2.htm,REJECTED: Big Digital Energy deck. Plans and peer benchmarks. No signed lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P194,EXCLUDED,AIB Data Centers Inc.,Google,,,2026-07-08,,,10000.0,DATA CENTER CAPACITY (GW) 2023 10 GW 2024 12 GW 2025 15.5 GW 2030E 95 GW Grid additions growing at ~2 - 3% annually vs 21% demand CAGR Source: JLL North America DC Report YE2025; Goldman Sachs Research 2026 C O R PO R A T E O VER VI EW Market Backdrop □ 5 - 6 year average interconnection queues in primary markets □ Projected power shortfall due to limited generation additions □ North American data,6.0,DATA CENTER CAPACITY (GW) 2023 10 GW 2024 12 GW 2025 15.5 GW 2030E 95 GW Grid additions growing at ~2 - 3% annually vs 21% demand CAGR Source: JLL North America DC Report YE2025; Goldman Sachs Research 2026 C O R PO R A T E O VER VI EW Market Backdrop □ 5 - 6 year average interconnection queues in primary markets □ Projected power shortfall due to limited generation additions □ North American data,40000.0,"Jolienne Halisky Chief Financial Officer CPA with 20+ years of senior finance roles at Deloitte, Siemens Energy, and Weatherford Eyal Rozen Chief Operating Officer Former Head of Sales, Nebius EMEA — AI cloud infrastructure Christopher Iannacone Director of Construction Execution 3GW+ of data center construction for AWS; Mission - critical engineer with 20+ years delivering data centers TOTAL INFR",,,,,,Pass - through energy costs Credit - backed contracts 10 - 25 year agreements Upfront deposit payments Annual price escalations Modified NNN structure Typical Lease Terms: P R O S P E C T A GPU Cloud Platform P R O S P E C T B Sovereign AI infrastructure platform P R O S P E C T D Bare - Metal GPU Marketplace P R O S P E C T E AI Cloud Infrastructure Operator LEASE UNDER NEGOTIATION 50 MW C R I T ,,"The MW figures shown above are illustrative estimates only and do not represent commitments, guarantees, or forecasts of actual contracted capacity",,"C O R PO R A T E O VER VI EW Pure - Play AI Data Center Developer, Powered by Secured Energy 65 MW Energized ~140 MW Under Development ~570 MW Pipeline Power - First Infrastructure ESA - backed sites, grid - tied for available generation and transmission AI - Optimized Design 150 kW/rack liquid cooling, N+1 redundancy, 9 – 10 month delivery Owner - Agnostic Platform Tenants bring their own GPUs — ",L000121390026076376_ea029730201ex99-1,https://www.sec.gov/Archives/edgar/data/2070542/000121390026076376/ea029730201ex99-1.htm,REJECTED: BlockchAIn / AIB corporate deck. Pipeline and benchmarks only. No specific lease terms. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P195,EXCLUDED,Apex Treasury Corp,Google,,,2026-07-22,1100.0,"Expedited Deployment On-Site Power & Resilience Community Impact • 300 MW Phase I goal is to be operational in 18–24 months, with ambition to scale to up to 1.1 GW IT load • Phases 2-5: 5-year goal to achieve full build out of up to 3 GW (1) total • Adaptive reuse: Shuttered industrial site transformed into AI-ready campus— minimizing disruption • Significantly faster than the average greenfield c",20.0,additional 12 MW contracted) 1 Power secured / entitled / design locked / equipment procured 2 Shell/civil built / MEP installed / energized 3 L1–L5 commissioned / operations accepted 4 IT deployed / IT burn-in 5 Live compute — fully contracted PHASE 2 — 20 MW (2) expansion 1 Power secured (AZ grid) / entitled / design locked / equipment procured 2 Shell/civil built / MEP installed / energizing — ,5.0,additional 10 MW contracted) 1 Power secured / ground lease executed / design locked / equipment deposits placed 2 Shell/civil — adaptive reuse underway / MEP design progressing 3 L1–L5 commissioned / operations accepted 4 IT deployed / IT burn-in 5 Live compute — 2MW Live / 10MW build out PHASES 2–5 — 3 GW (2) build plan (5-year pipeline to 2031) 1 Power secured (on-site) / site entitled / phasin,4000.0,"TECfusions Inc (1) 400 89.0% 3.50 0.8% SPAC Public Shareholders (3) 34.47 7.6% SPAC Sponsor (4) 11.49 2.6% PIPE Investors (2) SOURCES TECfusions Rollover Equity $4,000 Cash in Trust (7) $350 PIPE (8) $35 Total Sources $4,385 USES Equity to TECfusions $4,000 Cash to Balance Sheet (6) $360 Transaction Expenses (9) $25 Total Uses $4,385 Valuation • TECfusions valuation of $4.0B • Transaction implies ",,,,,,additional 10 MW contracted) 1 Power secured / ground lease executed / design locked / equipment deposits placed 2 Shell/civil — adaptive reuse underway / MEP design progressing 3 L1–L5 commissioned / operations accepted 4 IT deployed / IT burn-in 5 Live compute — 2MW Live / 10MW build out PHASES 2–5 — 3 GW (2) build plan (5-year pipeline to 2031) 1 Power secured (on-site) / site entitled / phasin,,"These forward-looking statements are provided for illustrative purposes only and must not be relied on as a guarantee, an assurance, a prediction or a definitive statement of fact or probability",,additional 12 MW contracted) 1 Power secured / entitled / design locked / equipment procured 2 Shell/civil built / MEP installed / energized 3 L1–L5 commissioned / operations accepted 4 IT deployed / IT burn-in 5 Live compute — fully contracted PHASE 2 — 20 MW (2) expansion 1 Power secured (AZ grid) / entitled / design locked / equipment procured 2 Shell/civil built / MEP installed / energizing — ,L000121390026080199_ea029866401ex99-2,https://www.sec.gov/Archives/edgar/data/2079253/000121390026080199/ea029866401ex99-2.htm,REJECTED: Apex Treasury SPAC deck. Market data and plans. No specific lease. | reduce_panel: REJECTED -> EXCLUDED (not_a_lease),not_a_lease,,,,,,,,,,,
P196,REVIEWED,"CleanCore Solutions, Inc.",Cerebras Systems,,,2026-07-29,40.0,"In connection with the Project, OpCo is party to a 10-year Colocation Services Agreement with Cerebras, pursuant to which OpCo will provide Cerebras with colocation services with respect to the baseline 40 MW of critical IT load, with the data center campus designed to Tier 3 standards and 100% pre-leased to Cerebras (the “Colocation Services Agreement”)",,,10.0,"In connection with the Project, OpCo is party to a 10-year Colocation Services Agreement with Cerebras, pursuant to which OpCo will provide Cerebras with colocation services with respect to the baseline 40 MW of critical IT load, with the data center campus designed to Tier 3 standards and 100% pre-leased to Cerebras (the “Colocation Services Agreement”)",800.0,"The initial 10-year term of the Colocation Services Agreement has an estimated contract value of approximately $800,000,000, and Cerebras holds two additional 10-year renewal options that, if exercised, would bring the aggregate potential contract value under the Colocation Services Agreement to more than $3,000,000,000",,,,,,,,,,,L000121390026082561_ea0299459-8k_cleancore,https://www.sec.gov/Archives/edgar/data/1956741/000121390026082561/ea0299459-8k_cleancore.htm,"REVIEWED: Colocation Services Agreement via JV OpCo. gross_mw 20 was power energized today, not the lease size; cleared. Two 10-year renewal options. | Changes: gross_mw 20 cleared; contract_value_musd filled 800; tenant (empty)->Cerebras Systems | reduce_panel: REVIEWED -> REVIEWED | decision: REVIEWED -> REVIEWED",,CLNN-CEREBRAS,,,,,,,1,none_stated,2027-02,"As of the date of this Current Report, approximately 20 MW of the Project’s utility power capacity is already energized, supporting an initial 15 MW of critical IT load, with the Project’s remaining capacity expected to come online, and associated revenue expected to commence, in the first quarter of 2027"
P197,EXCLUDED,"CleanCore Solutions, Inc.",Cerebras Systems,Minnesota campus,MN,2026-07-29,40.0,The campus will deliver approximately 55 MW of utility power capacity and 40 MW of critical IT load upon full buildout,55.0,The campus will deliver approximately 55 MW of utility power capacity and 40 MW of critical IT load upon full buildout,10.0,"(NYSE AMERICAN: ZONE) Signs AI Colocation Services Agreement with Cerebras Systems (NASDAQ: CBRS) for a Data Center Campus in Minnesota . . ● AI data center campus designed to Tier 3 standards, which will deliver approximately 55 MW of utility power capacity and 40 MW of critical IT load . . ● 10-year Colocation Services Agreement with an initial contract value of approximately $800 million and two 10-year renewal options representing more than $3 billion of total potential contract value . . ● Company expects initial revenue in the first quarter of 2027 . . ● Second announced AI infrastructure campus expands upon ZONE's development pipeline, which is up to over 500 MW across strategic U.S. markets",,,,,,,,,,,,,L000121390026082561_ea029945901ex99-1,https://www.sec.gov/Archives/edgar/data/1956741/000121390026082561/ea029945901ex99-1.htm,"REVIEWED: it_mw was 55 (utility power); corrected to 40, gross 55. contract_value 800 not found in this document’s sentences; cleared (P196 states it). | Changes: it_mw 55->40; gross_mw 20->55; contract_value_musd 800 cleared; tenant (empty)->Cerebras Systems | Filled from candidates: site, state | reduce_panel: REVIEWED -> NO_TERMS | decision: NO_TERMS -> EXCLUDED (duplicate): duplicate of P196",duplicate,CLNN-CEREBRAS,,,,,,,,,,
